,File Name with extension,File Name,Term,Span,Class
1490,sentence_2383,sentence_2383.txt,Non-Hodgkin lymphoma,"( 0,20)",Associated Conditions
206,sentence_1421,sentence_1421.txt,dryness,"( 156,163)",Signs and Symptoms
1187,sentence_2152,sentence_2152.txt,50 years old woman,"( 34,52)",Risk Factors
1541,sentence_2409,sentence_2409.txt,anti-Ro/SSA,"( 46,57)",Diagnostic Tests
0,sentence_0,sentence_0.txt,rheumatic disease,"( 66,83)",Associated Conditions
1126,sentence_2118,sentence_2118.txt,anti-Ro/SSA,"( 204,215)",Diagnostic Tests
1448,sentence_2350,sentence_2350.txt,67-year-old,"( 23,34)",Risk Factors
252,sentence_15,sentence_15.txt,dryness,"( 139,146)",Signs and Symptoms
1600,sentence_2446,sentence_2446.txt,Epstein-Barr virus,"( 264,282)",Signs and Symptoms
1158,sentence_2126,sentence_2126.txt,glomerulonephritis,"( 94,112)",Associated Conditions
307,sentence_1662,sentence_1662.txt,rheumatoid arthritis,"( 212,232)",Signs and Symptoms
169,sentence_1353,sentence_1353.txt,sicca,"( 49,54)",Signs and Symptoms
901,sentence_928,sentence_928.txt,lymphoma,"( 114,122)",Associated Conditions
980,sentence_2030,sentence_2030.txt,pneumonia,"( 122,131)",Associated Conditions
477,sentence_212,sentence_212.txt,bronchial hyperresponsiveness,"( 35,64)",Associated Conditions
7,sentence_1001,sentence_1001.txt,rheumatoid arthitis.,"( 226,246)",Associated Conditions
303,sentence_166,sentence_166.txt,female,"( 34,40)",Risk Factors
1324,sentence_2278,sentence_2278.txt,lymphoma,"( 42,50)",Associated Conditions
182,sentence_1366,sentence_1366.txt,salivary gland biopsy,"( 17,38)",Diagnostic Tests
1794,sentence_2607,sentence_2607.txt,women,"( 38,43)",Risk Factors
13,sentence_1008,sentence_1008.txt,lymphoma,"( 132,140)",Associated Conditions
117,sentence_1197,sentence_1197.txt,RA,"( 84,86)",Associated Conditions
857,sentence_832,sentence_832.txt,ILD,"( 264,267)",Associated Conditions
404,sentence_1849,sentence_1849.txt,xerophthalmia,"( 89,102)",Signs and Symptoms
32,sentence_1031,sentence_1031.txt,inflammatory arthritis,"( 93,115)",Associated Conditions
1508,sentence_2394,sentence_2394.txt,dry mouth,"( 37,46)",Signs and Symptoms
313,sentence_1666,sentence_1666.txt,anti-SSA and anti-SSB,"( 148,169)",Diagnostic Tests
1043,sentence_2071,sentence_2071.txt,immune mediated cytopenias,"( 28,54)",Associated Conditions
1363,sentence_2306,sentence_2306.txt,peripheral neuropathy,"( 208,229)",Associated Conditions
1303,sentence_2258,sentence_2258.txt,Oral and ocular sicca symptoms,"( 0,30)",Signs and Symptoms
1101,sentence_2108,sentence_2108.txt,CCL21 and CXCL13,"( 73,89)",Diagnostic Tests
1512,sentence_2399,sentence_2399.txt,women,"( 14,19)",Risk Factors
995,sentence_2037,sentence_2037.txt,accumulation of cytoplastic and nuclear EpICD.,"( 163,209)",Diagnostic Tests
1614,sentence_2449,sentence_2449.txt,oral symptoms,"( 114,127)",Signs and Symptoms
459,sentence_1966,sentence_1966.txt,fatigue,"( 77,84)",Signs and Symptoms
1124,sentence_2118,sentence_2118.txt,high titers of antinuclear antibody,"( 115,151)",Diagnostic Tests
1020,sentence_2053,sentence_2053.txt,dysphagia,"( 79,88)",Signs and Symptoms
130,sentence_1233,sentence_1233.txt,xerostomia,"( 79,89)",Signs and Symptoms
1282,sentence_2241,sentence_2241.txt,elevated anti-SSA/Ro tilter,"( 27,54)",Diagnostic Tests
755,sentence_667,sentence_667.txt,dry eyes,"( 346,354)",Signs and Symptoms
251,sentence_15,sentence_15.txt,xerostomia,"( 109,119)",Signs and Symptoms
1825,sentence_2679,sentence_2679.txt,Schirmer's test1,"( 140,156)",Diagnostic Tests
1603,sentence_2446,sentence_2446.txt,polycystic parotid disease.,"( 439,466)",Associated Conditions
996,sentence_2038,sentence_2038.txt,EpEX/EpICD,"( 16,26)",Diagnostic Tests
769,sentence_671,sentence_671.txt,dry mouth,"( 59,68)",Signs and Symptoms
106,sentence_117,sentence_117.txt,osteomalacia.,"( 110,123)",Associated Conditions
874,sentence_873,sentence_873.txt,Schirmer's test,"( 107,122)",Diagnostic Tests
1527,sentence_2405,sentence_2405.txt,Sicca symptoms,"( 0,14)",Signs and Symptoms
1629,sentence_2464,sentence_2464.txt,scintigraphy.,"( 149,162)",Diagnostic Tests
536,sentence_286,sentence_286.txt,interstitial nephritis.,"( 199,222)",Associated Conditions
1033,sentence_2060,sentence_2060.txt,RA.,"( 120,123)",Associated Conditions
123,sentence_1209,sentence_1209.txt,xerostomia,"( 86,96)",Signs and Symptoms
727,sentence_64,sentence_64.txt,perimenopausal,"( 115,129)",Risk Factors
1573,sentence_2431,sentence_2431.txt,MSGB,"( 32,36)",Diagnostic Tests
61,sentence_1078,sentence_1078.txt,interstitial lung disease,"( 17,42)",Associated Conditions
174,sentence_1356,sentence_1356.txt,sialoadenitis,"( 48,61)",Signs and Symptoms
515,sentence_268,sentence_268.txt,anti-Ro/SSA,"( 204,215)",Diagnostic Tests
1644,sentence_2466,sentence_2466.txt,arthritis,"( 47,56)",Signs and Symptoms
10,sentence_1007,sentence_1007.txt,Dry eyes,"( 0,8)",Signs and Symptoms
1279,sentence_2241,sentence_2241.txt,lip biopsy,"( 131,141)",Diagnostic Tests
1780,sentence_2600,sentence_2600.txt,hypokalemic paralysis,"( 92,113)",Associated Conditions
1758,sentence_2577,sentence_2577.txt,typical neuromyotonia,"( 37,58)",Signs and Symptoms
1564,sentence_2420,sentence_2420.txt,extraglandular manifestations,"( 112,141)",Associated Conditions
997,sentence_2038,sentence_2038.txt,subcellular EpEX/EpICD expressions,"( 4,38)",Diagnostic Tests
530,sentence_286,sentence_286.txt,dry eyes,"( 37,45)",Signs and Symptoms
1648,sentence_2467,sentence_2467.txt,lymphocytic infiltration of labial salivary glands,"( 59,109)",Diagnostic Tests
134,sentence_125,sentence_125.txt,biopsy,"( 169,175)",Signs and Symptoms
1511,sentence_2399,sentence_2399.txt,chronic optic neuropathy,"( 38,62)",Signs and Symptoms
1336,sentence_2289,sentence_2289.txt,renal tubular acidosis,"( 72,94)",Associated Conditions
19,sentence_1018,sentence_1018.txt,salivary gland biopsies,"( 18,41)",Diagnostic Tests
1604,sentence_2446,sentence_2446.txt,lymphocytosis syndrome,"( 343,365)",Signs and Symptoms
3,sentence_1,sentence_1.txt,non-Hodgkin's B cell lymphomas.,"( 157,188)",Associated Conditions
1027,sentence_2058,sentence_2058.txt,SLE,"( 33,36)",Associated Conditions
1229,sentence_2196,sentence_2196.txt,recurrent parotitis,"( 51,70)",Signs and Symptoms
490,sentence_24,sentence_24.txt,difficulty in swallowing food,"( 47,76)",Signs and Symptoms
310,sentence_1666,sentence_1666.txt,dryness of eye and mouth,"( 48,72)",Signs and Symptoms
1782,sentence_2601,sentence_2601.txt,SSA,"( 89,92)",Diagnostic Tests
17,sentence_1017,sentence_1017.txt,xerostomia,"( 104,114)",Signs and Symptoms
494,sentence_246,sentence_246.txt,dryness,"( 102,109)",Signs and Symptoms
394,sentence_1835,sentence_1835.txt,recurrent airway infections,"( 87,114)",Signs and Symptoms
30,sentence_103,sentence_103.txt,mucocele,"( 44,52)",Associated Conditions
1220,sentence_2194,sentence_2194.txt,ultrasonographic assessment,"( 56,83)",Diagnostic Tests
479,sentence_212,sentence_212.txt,bronchiolitis,"( 82,95)",Associated Conditions
297,sentence_1640,sentence_1640.txt,dryness,"( 17,24)",Signs and Symptoms
921,sentence_2003,sentence_2003.txt,KCS,"( 27,30)",Signs and Symptoms
56,sentence_1075,sentence_1075.txt,anti-SSA antibody,"( 150,167)",Diagnostic Tests
665,sentence_507,sentence_507.txt,cardiovascular disease,"( 58,80)",Associated Conditions
1472,sentence_2369,sentence_2369.txt,xerophthalmia,"( 15,28)",Signs and Symptoms
358,sentence_173,sentence_173.txt,mucosal dryness.,"( 121,137)",Signs and Symptoms
869,sentence_867,sentence_867.txt,sicca,"( 137,142)",Signs and Symptoms
1536,sentence_2408,sentence_2408.txt,Optic neuropathy,"( 0,16)",Associated Conditions
728,sentence_64,sentence_64.txt,women.,"( 130,136)",Risk Factors
1706,sentence_2532,sentence_2532.txt,La and Ro.,"( 110,120)",Diagnostic Tests
1792,sentence_2605,sentence_2605.txt,hypokalemic paralysis.,"( 115,137)",Associated Conditions
452,sentence_1950,sentence_1950.txt,Ocular and oral symptoms,"( 0,24)",Associated Conditions
1689,sentence_2510,sentence_2510.txt,localized amyloidosis,"( 106,127)",Associated Conditions
300,sentence_1649,sentence_1649.txt,spectroscopy,"( 44,56)",Diagnostic Tests
1551,sentence_2410,sentence_2410.txt,fatigue,"( 95,102)",Signs and Symptoms
1247,sentence_2205,sentence_2205.txt,Parotitis,"( 0,9)",Signs and Symptoms
982,sentence_2031,sentence_2031.txt,bronchiectasis,"( 42,56)",Associated Conditions
1667,sentence_2487,sentence_2487.txt,salivary gland ultrasonography.,"( 123,154)",Diagnostic Tests
1677,sentence_2503,sentence_2503.txt,Amyloidosis,"( 14,25)",Associated Conditions
904,sentence_93,sentence_93.txt,pain,"( 169,173)",Signs and Symptoms
816,sentence_745,sentence_745.txt,dry mouth,"( 209,218)",Signs and Symptoms
1116,sentence_2112,sentence_2112.txt,levels of CCL21 and CXCL13,"( 28,54)",Diagnostic Tests
1265,sentence_2220,sentence_2220.txt,dry eyes,"( 31,39)",Signs and Symptoms
1712,sentence_2539,sentence_2539.txt,Ro-negative,"( 71,82)",Diagnostic Tests
509,sentence_263,sentence_263.txt,lymphoma.,"( 230,239)",Associated Conditions
1572,sentence_2430,sentence_2430.txt,MSGB,"( 8,12)",Diagnostic Tests
528,sentence_279,sentence_279.txt,parotitis.,"( 66,76)",Signs and Symptoms
824,sentence_760,sentence_760.txt,ocular dryness,"( 117,131)",Signs and Symptoms
1210,sentence_2186,sentence_2186.txt,decreased vision,"( 77,93)",Signs and Symptoms
375,sentence_1778,sentence_1778.txt,Parotitis,"( 0,9)",Signs and Symptoms
1593,sentence_2445,sentence_2445.txt,lymphoma,"( 209,217)",Associated Conditions
211,sentence_1422,sentence_1422.txt,fatigue,"( 49,56)",Signs and Symptoms
754,sentence_666,sentence_666.txt,rheumatoid arthritis,"( 87,107)",Associated Conditions
700,sentence_588,sentence_588.txt,lymphoma,"( 74,82)",Associated Conditions
1409,sentence_2324,sentence_2324.txt,positive anti-SSA/Ro antibody,"( 38,67)",Diagnostic Tests
184,sentence_1370,sentence_1370.txt,Anti-Ro,"( 169,176)",Diagnostic Tests
872,sentence_872,sentence_872.txt,sicca,"( 48,53)",Signs and Symptoms
1708,sentence_2533,sentence_2533.txt,Anti-La,"( 0,7)",Diagnostic Tests
1172,sentence_2131,sentence_2131.txt,EULAR Sjgren's Syndrome Disease Activity Index (ESSDAI),"( 228,283)",Diagnostic Tests
1023,sentence_2057,sentence_2057.txt,systemic lupus erythematosus,"( 89,117)",Associated Conditions
304,sentence_166,sentence_166.txt,51.513.3,"( 61,69)",Risk Factors
37,sentence_1038,sentence_1038.txt,SLE,"( 49,52)",Associated Conditions
1164,sentence_2128,sentence_2128.txt,sicca symptoms,"( 59,73)",Signs and Symptoms
41,sentence_1041,sentence_1041.txt,keratoconjunctivis sicca,"( 66,90)",Signs and Symptoms
955,sentence_2017,sentence_2017.txt,dry mouth,"( 146,155)",Signs and Symptoms
360,sentence_1732,sentence_1732.txt,polyarthritis,"( 78,91)",Signs and Symptoms
923,sentence_2003,sentence_2003.txt,Xerostomia,"( 9,19)",Signs and Symptoms
1026,sentence_2057,sentence_2057.txt,rheumatoid arthritis (RA),"( 128,153)",Associated Conditions
1322,sentence_2277,sentence_2277.txt,lymphoma,"( 84,92)",Associated Conditions
1384,sentence_2319,sentence_2319.txt,progressive proximal muscle weakness,"( 37,73)",Signs and Symptoms
663,sentence_502,sentence_502.txt,gland biopsy.,"( 66,79)",Signs and Symptoms
247,sentence_1493,sentence_1493.txt,lymphoid tissue lymphomas.,"( 159,185)",Associated Conditions
498,sentence_251,sentence_251.txt,DED,"( 27,30)",Signs and Symptoms
699,sentence_584,sentence_584.txt,lymphoma,"( 76,84)",Associated Conditions
475,sentence_210,sentence_210.txt,Tracheobronchial disease,"( 0,24)",Associated Conditions
1333,sentence_2287,sentence_2287.txt,lymphoma.,"( 385,394)",Associated Conditions
1182,sentence_2140,sentence_2140.txt,RA,"( 64,66)",Associated Conditions
1632,sentence_2464,sentence_2464.txt,Tc-99 scintigraphy.,"( 143,162)",Diagnostic Tests
1659,sentence_2482,sentence_2482.txt,lymphoma,"( 253,261)",Associated Conditions
636,sentence_456,sentence_456.txt,serology,"( 119,127)",Diagnostic Tests
1582,sentence_2436,sentence_2436.txt,dry mouth.,"( 102,112)",Signs and Symptoms
455,sentence_1962,sentence_1962.txt,cryoglobulinemia,"( 68,84)",Signs and Symptoms
1516,sentence_2400,sentence_2400.txt,salivary gland biopsy.,"( 164,186)",Diagnostic Tests
978,sentence_2030,sentence_2030.txt,bronchiectasis,"( 32,46)",Associated Conditions
317,sentence_167,sentence_167.txt,interstitial lung disease,"( 105,130)",Signs and Symptoms
1557,sentence_2416,sentence_2416.txt,Schirmer test,"( 70,83)",Diagnostic Tests
517,sentence_268,sentence_268.txt,lymphoma,"( 273,281)",Associated Conditions
78,sentence_11,sentence_11.txt,dryness,"( 114,121)",Signs and Symptoms
743,sentence_656,sentence_656.txt,old age.,"( 168,176)",Risk Factors
1435,sentence_2346,sentence_2346.txt,xerostomia,"( 49,59)",Signs and Symptoms
532,sentence_286,sentence_286.txt,arthritis,"( 138,147)",Associated Conditions
95,sentence_115,sentence_115.txt,xerostomia,"( 73,83)",Signs and Symptoms
1610,sentence_2448,sentence_2448.txt,female,"( 13,19)",Risk Factors
1645,sentence_2466,sentence_2466.txt,tenosynovitis,"( 58,71)",Signs and Symptoms
386,sentence_1826,sentence_1826.txt,Dry mouth,"( 4,13)",Signs and Symptoms
1774,sentence_2598,sentence_2598.txt,female,"( 32,38)",Risk Factors
714,sentence_610,sentence_610.txt,positive autoantibody tests,"( 223,250)",Diagnostic Tests
222,sentence_1442,sentence_1442.txt,dryness,"( 216,223)",Signs and Symptoms
553,sentence_316,sentence_316.txt,dry mouth,"( 111,120)",Signs and Symptoms
420,sentence_1901,sentence_1901.txt,peripheral neuropathy,"( 148,169)",Signs and Symptoms
584,sentence_365,sentence_365.txt,extremity numbness,"( 197,215)",Signs and Symptoms
1060,sentence_2079,sentence_2079.txt,thrombocytopenia.,"( 26,43)",Associated Conditions
156,sentence_132,sentence_132.txt,neuropathic pain,"( 49,65)",Associated Conditions
1484,sentence_2382,sentence_2382.txt,polyneuropathy,"( 30,44)",Signs and Symptoms
677,sentence_53,sentence_53.txt,anti-La / SSB,"( 54,68)",Diagnostic Tests
152,sentence_1287,sentence_1287.txt,splenomegaly,"( 44,56)",Signs and Symptoms
1113,sentence_2112,sentence_2112.txt,CCL21,"( 38,43)",Diagnostic Tests
272,sentence_1596,sentence_1596.txt,xerostomia.,"( 227,238)",Signs and Symptoms
1570,sentence_2429,sentence_2429.txt,women,"( 59,64)",Risk Factors
1698,sentence_2520,sentence_2520.txt,immunohistochemistry,"( 63,83)",Diagnostic Tests
437,sentence_1937,sentence_1937.txt,ultrasonography,"( 138,153)",Diagnostic Tests
311,sentence_1666,sentence_1666.txt,Schirmer's test,"( 74,89)",Diagnostic Tests
1494,sentence_2385,sentence_2385.txt,anti-Ro/SSA,"( 47,58)",Diagnostic Tests
348,sentence_1718,sentence_1718.txt,lymphoma,"( 133,141)",Associated Conditions
642,sentence_483,sentence_483.txt,arthralgias,"( 117,128)",Signs and Symptoms
18,sentence_1017,sentence_1017.txt,parotid swelling ,"( 130,147)",Signs and Symptoms
512,sentence_266,sentence_266.txt,sicca,"( 90,95)",Signs and Symptoms
797,sentence_693,sentence_693.txt,Dry eye,"( 9,16)",Signs and Symptoms
465,sentence_1999,sentence_1999.txt,xerostomia,"( 24,34)",Signs and Symptoms
979,sentence_2030,sentence_2030.txt,respiratory infections,"( 73,95)",Associated Conditions
735,sentence_654,sentence_654.txt,inflammation of exocrine glands,"( 82,113)",Signs and Symptoms
692,sentence_559,sentence_559.txt,salivary gland biopsy,"( 44,65)",Diagnostic Tests
1783,sentence_2601,sentence_2601.txt,SSB.,"( 97,101)",Diagnostic Tests
202,sentence_1415,sentence_1415.txt,pain,"( 18,22)",Signs and Symptoms
64,sentence_1081,sentence_1081.txt,ILD,"( 28,31)",Associated Conditions
226,sentence_1448,sentence_1448.txt,pain,"( 58,62)",Signs and Symptoms
91,sentence_1137,sentence_1137.txt,sicca syndrome,"( 216,230)",Signs and Symptoms
1586,sentence_2445,sentence_2445.txt,xerostomia,"( 79,89)",Signs and Symptoms
1620,sentence_2449,sentence_2449.txt,minor salivary gland biopsy,"( 201,228)",Diagnostic Tests
1683,sentence_2506,sentence_2506.txt,localized amyloidosis,"( 125,146)",Associated Conditions
400,sentence_184,sentence_184.txt,fatigue,"( 136,143)",Signs and Symptoms
374,sentence_1771,sentence_1771.txt,ultrasonography,"( 106,121)",Diagnostic Tests
1688,sentence_2510,sentence_2510.txt,dry eyes,"( 44,52)",Signs and Symptoms
1622,sentence_2451,sentence_2451.txt,SS-A (anti-Ro) antibodies,"( 94,119)",Signs and Symptoms
991,sentence_2033,sentence_2033.txt,EpICD domain-specific antibodies,"( 73,105)",Diagnostic Tests
111,sentence_1175,sentence_1175.txt,rheumatoid arthritis,"( 122,142)",Associated Conditions
225,sentence_1448,sentence_1448.txt,dryness,"( 49,56)",Signs and Symptoms
1745,sentence_2571,sentence_2571.txt,peripheral neuropathy,"( 49,70)",Associated Conditions
1128,sentence_2118,sentence_2118.txt,low C4 levels,"( 254,267)",Diagnostic Tests
1185,sentence_2141,sentence_2141.txt,lip biopsy,"( 221,231)",Diagnostic Tests
802,sentence_709,sentence_709.txt,Dry Eye Disease,"( 9,24)",Signs and Symptoms
484,sentence_220,sentence_220.txt,histology.,"( 91,101)",Diagnostic Tests
863,sentence_859,sentence_859.txt,Jones test,"( 106,116)",Diagnostic Tests
473,sentence_205,sentence_205.txt,interstitial pneumonia,"( 52,74)",Associated Conditions
868,sentence_866,sentence_866.txt,sicca,"( 158,163)",Signs and Symptoms
662,sentence_502,sentence_502.txt,Schirmer's test,"( 0,15)",Diagnostic Tests
399,sentence_184,sentence_184.txt,dry mouth,"( 125,134)",Signs and Symptoms
785,sentence_685,sentence_685.txt,women,"( 183,188)",Diagnostic Tests
234,sentence_1456,sentence_1456.txt,multiple sclerosis,"( 111,129)",Associated Conditions
1080,sentence_2097,sentence_2097.txt,sicca symptoms.,"( 151,166)",Signs and Symptoms
161,sentence_133,sentence_133.txt,neuropathy,"( 124,134)",Associated Conditions
167,sentence_135,sentence_135.txt,Systemic lupus erythematosus,"( 19,47)",Associated Conditions
1427,sentence_2343,sentence_2343.txt,hypokalaemia,"( 31,43)",Signs and Symptoms
615,sentence_398,sentence_398.txt,antinuclear,"( 54,65)",Diagnostic Tests
563,sentence_35,sentence_35.txt,sicca,"( 25,30)",Signs and Symptoms
883,sentence_89,sentence_89.txt,dry mouth,"( 92,101)",Signs and Symptoms
773,sentence_674,sentence_674.txt,Dry eye,"( 0,7)",Signs and Symptoms
47,sentence_105,sentence_105.txt,ranula,"( 82,88)",Associated Conditions
1286,sentence_2243,sentence_2243.txt,fever,"( 7,12)",Signs and Symptoms
1195,sentence_2155,sentence_2155.txt,sialography,"( 4,15)",Diagnostic Tests
249,sentence_15,sentence_15.txt,dryness,"( 37,44)",Signs and Symptoms
1496,sentence_2385,sentence_2385.txt,ANA,"( 42,45)",Diagnostic Tests
1447,sentence_2350,sentence_2350.txt,sensory symptoms.,"( 129,146)",Signs and Symptoms
554,sentence_327,sentence_327.txt,fatigue,"( 38,45)",Signs and Symptoms
571,sentence_354,sentence_354.txt,EULAR Sjgren's Syndrome Disease Activity Index (ESSDAI,"( 191,245)",Diagnostic Tests
299,sentence_1647,sentence_1647.txt,salivary gland biopsy,"( 127,148)",Associated Conditions
213,sentence_1423,sentence_1423.txt,dryness,"( 60,67)",Signs and Symptoms
619,sentence_402,sentence_402.txt,dry eyes mouth and skin.,"( 84,108)",Signs and Symptoms
1716,sentence_2545,sentence_2545.txt,submandibular US,"( 45,61)",Diagnostic Tests
1169,sentence_2130,sentence_2130.txt,Sicca Symptoms,"( 83,97)",Signs and Symptoms
1673,sentence_2490,sentence_2490.txt,human immunodeficiency virus,"( 190,218)",Associated Conditions
1449,sentence_2351,sentence_2351.txt,absent vibration sensations,"( 53,80)",Signs and Symptoms
1491,sentence_2383,sentence_2383.txt,Non-Hodgkin lymphoma,"( 0,20)",Associated Conditions
906,sentence_933,sentence_933.txt,neuropathy,"( 89,99)",Associated Conditions
1727,sentence_2548,sentence_2548.txt,submandibular US.,"( 110,127)",Diagnostic Tests
1407,sentence_2323,sentence_2323.txt,dry eye,"( 31,38)",Signs and Symptoms
412,sentence_1862,sentence_1862.txt,systemic erythematous lupus,"( 342,369)",Associated Conditions
342,sentence_1713,sentence_1713.txt,lymphoma,"( 64,72)",Associated Conditions
1376,sentence_2310,sentence_2310.txt,caries.,"( 131,138)",Signs and Symptoms
1467,sentence_2364,sentence_2364.txt,Schimer's test,"( 38,52)",Diagnostic Tests
873,sentence_873,sentence_873.txt,dryness,"( 98,105)",Signs and Symptoms
229,sentence_1451,sentence_1451.txt,scintigraphy,"( 88,100)",Diagnostic Tests
1439,sentence_2347,sentence_2347.txt,salivary glands,"( 53,68)",Signs and Symptoms
236,sentence_146,sentence_146.txt,dyspnea,"( 142,149)",Signs and Symptoms
138,sentence_1251,sentence_1251.txt,Schirmer-I test,"( 166,181)",Diagnostic Tests
1354,sentence_2300,sentence_2300.txt,lymphoproliferation,"( 93,112)",Diagnostic Tests
1617,sentence_2449,sentence_2449.txt,oral symptoms,"( 114,127)",Signs and Symptoms
667,sentence_511,sentence_511.txt,subclinical atherosclerosis,"( 113,140)",Associated Conditions
1375,sentence_2310,sentence_2310.txt,dry mouth,"( 80,89)",Signs and Symptoms
1021,sentence_2054,sentence_2054.txt,three Fox criteria.,"( 65,84)",Diagnostic Tests
1555,sentence_2414,sentence_2414.txt,bronchiectasis,"( 41,55)",Associated Conditions
925,sentence_2003,sentence_2003.txt,recurrent salivary gland swelling,"( 42,75)",Signs and Symptoms
598,sentence_377,sentence_377.txt,women,"( 116,121)",Risk Factors
1662,sentence_2483,sentence_2483.txt,sicca symptoms,"( 34,48)",Signs and Symptoms
1086,sentence_2098,sentence_2098.txt,metabolic acidosis,"( 55,73)",Associated Conditions
1201,sentence_2163,sentence_2163.txt,dry mouth,"( 94,103)",Signs and Symptoms
518,sentence_269,sentence_269.txt,dry eyes,"( 124,132)",Signs and Symptoms
634,sentence_454,sentence_454.txt,Salivary gland ultrasonography,"( 0,30)",Diagnostic Tests
739,sentence_656,sentence_656.txt,dry eyes,"( 81,89)",Signs and Symptoms
429,sentence_1912,sentence_1912.txt,sialendoscopy,"( 123,136)",Diagnostic Tests
580,sentence_365,sentence_365.txt,joint and muscle pain,"( 125,146)",Signs and Symptoms
445,sentence_1946,sentence_1946.txt,salivary gland ultrasonography,"( 108,138)",Diagnostic Tests
288,sentence_163,sentence_163.txt,RA,"( 14,16)",Associated Conditions
491,sentence_244,sentence_244.txt,anti-Ro antibodies,"( 72,90)",Diagnostic Tests
49,sentence_1056,sentence_1056.txt,sialography,"( 23,34)",Diagnostic Tests
886,sentence_890,sentence_890.txt,La/SS-B,"( 42,49)",Diagnostic Tests
835,sentence_769,sentence_769.txt,Sjgren's syndrome,"( 99,116)",Diagnostic Tests
697,sentence_58,sentence_58.txt,anti-Ro/SSA,"( 53,64)",Diagnostic Tests
269,sentence_1581,sentence_1581.txt,sialography,"( 209,220)",Diagnostic Tests
592,sentence_372,sentence_372.txt,anti-SS-B/La,"( 130,142)",Diagnostic Tests
1478,sentence_2372,sentence_2372.txt,Schirmer's test,"( 56,71)",Diagnostic Tests
900,sentence_92,sentence_92.txt,salivary flow rates,"( 64,83)",Diagnostic Tests
1669,sentence_2489,sentence_2489.txt,sicca syndrome,"( 116,130)",Signs and Symptoms
954,sentence_2017,sentence_2017.txt,DWI SIRs,"( 48,56)",Diagnostic Tests
232,sentence_1455,sentence_1455.txt,xerostomia,"( 111,121)",Signs and Symptoms
1031,sentence_2060,sentence_2060.txt,depressive symptoms,"( 41,60)",Signs and Symptoms
1761,sentence_2579,sentence_2579.txt,NMT.,"( 115,119)",Signs and Symptoms
332,sentence_1697,sentence_1697.txt,lymphadenopathy,"( 73,88)",Signs and Symptoms
1075,sentence_2093,sentence_2093.txt,minor salivary gland biopsy.,"( 126,154)",Diagnostic Tests
352,sentence_172,sentence_172.txt,arthritis,"( 36,45)",Associated Conditions
632,sentence_44,sentence_44.txt,dry eye,"( 141,148)",Signs and Symptoms
1159,sentence_2127,sentence_2127.txt,pain and fatigue,"( 135,151)",Signs and Symptoms
1450,sentence_2351,sentence_2351.txt,reduced pinprick,"( 32,48)",Signs and Symptoms
242,sentence_1486,sentence_1486.txt,anti SSA antibodies.,"( 89,109)",Diagnostic Tests
147,sentence_1281,sentence_1281.txt,anti-Ro,"( 176,183)",Diagnostic Tests
419,sentence_190,sentence_190.txt,anti-SSA,"( 54,62)",Diagnostic Tests
1166,sentence_2128,sentence_2128.txt,fatigue,"( 129,136)",Signs and Symptoms
1764,sentence_2580,sentence_2580.txt,NMT,"( 92,95)",Signs and Symptoms
1148,sentence_2125,sentence_2125.txt,Lymphocytic infiltration,"( 0,24)",Diagnostic Tests
1226,sentence_2196,sentence_2196.txt,polyarthralgia,"( 99,113)",Signs and Symptoms
1105,sentence_2109,sentence_2109.txt,expression of CCL21 and CXCL13,"( 13,43)",Diagnostic Tests
1010,sentence_2050,sentence_2050.txt,Dysphagia,"( 0,9)",Signs and Symptoms
968,sentence_2026,sentence_2026.txt,women,"( 217,222)",Risk Factors
1280,sentence_2241,sentence_2241.txt,Xerostomia,"( 0,10)",Signs and Symptoms
1025,sentence_2057,sentence_2057.txt,systemic lupus erythematosus (SLE),"( 89,123)",Associated Conditions
905,sentence_93,sentence_93.txt,visual analogue scale (VAS,"( 107,133)",Diagnostic Tests
150,sentence_1286,sentence_1286.txt,lymphomas,"( 81,90)",Associated Conditions
480,sentence_213,sentence_213.txt,dryness,"( 65,72)",Associated Conditions
1296,sentence_2252,sentence_2252.txt,oral and ocular dryness,"( 109,132)",Signs and Symptoms
1485,sentence_2382,sentence_2382.txt,interstitial lung disease,"( 46,71)",Associated Conditions
218,sentence_1434,sentence_1434.txt,antigen A (anti-SSA),"( 414,434)",Diagnostic Tests
1522,sentence_2402,sentence_2402.txt,optic neuropathy,"( 129,145)",Associated Conditions
1709,sentence_2533,sentence_2533.txt,Anti-La,"( 0,7)",Diagnostic Tests
1243,sentence_2199,sentence_2199.txt,polyarthritis,"( 75,88)",Signs and Symptoms
1131,sentence_2118,sentence_2118.txt,high titers of antinuclear antibody,"( 115,150)",Diagnostic Tests
1249,sentence_2205,sentence_2205.txt,Parotitis,"( 0,9)",Signs and Symptoms
713,sentence_610,sentence_610.txt,Anti RO or Anti-LA antibodies,"( 252,281)",Diagnostic Tests
734,sentence_65,sentence_65.txt,sicca.,"( 148,154)",Signs and Symptoms
577,sentence_357,sentence_357.txt,ESR,"( 90,93)",Diagnostic Tests
860,sentence_846,sentence_846.txt,Sicca,"( 171,176)",Signs and Symptoms
690,sentence_555,sentence_555.txt,swollen salivary glands,"( 72,95)",Signs and Symptoms
1261,sentence_2215,sentence_2215.txt,unstimulated salivary flow rate,"( 122,153)",Diagnostic Tests
1365,sentence_2306,sentence_2306.txt,interstitial lung disease,"( 131,156)",Associated Conditions
